HomeTeam,AwayTeam,Year,HomeGoals,AwayGoals,TotalGoals
Portugal,Luxembourg,2020,3,0,3
Ukraine,Lithuania,2020,2,0,2
Iceland,France,2020,0,1,1
Andorra,Moldova,2020,1,0,1
Turkey,Albania,2020,1,0,1
Morocco,Libya,2020,1,1,2
Uruguay,Peru,2020,1,0,1
USA,Cuba,2020,7,0,7
Bermuda,Mexico,2020,1,5,6
Antigua and Barbuda,Guyana,2020,2,1,3
St. Vincent and the Grenadines,Suriname,2020,2,2,4
Nicaragua,Dominica,2020,3,1,4
Georgia,Republic of Ireland,2020,0,0,0
Denmark,Switzerland,2020,1,0,1
Faroe Islands,Romania,2020,0,3,3
Malta,Sweden,2020,0,4,4
Norway,Spain,2020,1,1,2
Bosnia and Herzegovina,Finland,2020,4,1,5
Italy,Greece,2020,2,0,2
Liechtenstein,Armenia,2020,1,1,2
Colombia,Chile,2020,0,0,0
Guinea,Comoros,2020,0,1,1
Côte d'Ivoire,Congo DR,2020,3,1,4
Tunisia,Cameroon,2020,0,0,0
Dominican Republic,St. Lucia,2020,3,0,3
Montserrat,El Salvador,2020,0,2,2
Jamaica,Aruba,2020,2,0,2
Barbados,US Virgin Islands,2020,1,0,1
Anguilla,Guatemala,2020,0,5,5
Belarus,Netherlands,2020,1,2,3
Estonia,Germany,2020,0,3,3
Hungary,Azerbaijan,2020,1,0,1
Wales,Croatia,2020,1,1,2
Poland,North Macedonia,2020,2,0,2
Slovenia,Austria,2020,0,1,1
Scotland,San Marino,2020,6,0,6
Cyprus,Russia,2020,0,5,5
Kazakhstan,Belgium,2020,0,2,2
Gambia,Djibouti,2020,1,1,2
Chad,Liberia,2020,1,0,1
São Tomé and Príncipe,Mauritius,2020,2,1,3
Seychelles,South Sudan,2020,0,1,1
Benin,Zambia,2020,2,2,4
Brazil,Nigeria,2020,1,1,2
Ecuador,Argentina,2020,1,6,7
Equatorial Guinea,Togo,2020,1,1,2
Ethiopia,Uganda,2020,0,1,1
Kenya,Mozambique,2020,0,1,1
Lesotho,Malawi,2020,1,1,2
Niger,Central African Republic,2020,0,2,2
Slovakia,Paraguay,2020,1,1,2
South Africa,Mali,2020,2,1,3
Costa Rica,Curaçao,2020,0,0,0
St. Kitts and Nevis,Belize,2020,0,1,1
Kosovo,Montenegro,2020,2,0,2
Bulgaria,England,2020,0,6,6
Lithuania,Serbia,2020,1,2,3
Ukraine,Portugal,2020,2,1,3
Iceland,Andorra,2020,2,0,2
France,Turkey,2020,1,1,2
Moldova,Albania,2020,0,4,4
Czech Republic,Northern Ireland,2020,2,3,5
Egypt,Botswana,2020,1,0,1
Rwanda,Tanzania,2020,0,0,0
Venezuela,Trinidad and Tobago,2020,2,0,2
Guyana,Antigua and Barbuda,2020,5,1,6
Dominica,Nicaragua,2020,0,4,4
Suriname,St. Vincent and the Grenadines,2020,0,1,1
Gibraltar,Georgia,2020,2,3,5
Switzerland,Republic of Ireland,2020,2,0,2
Faroe Islands,Malta,2020,1,0,1
Sweden,Spain,2020,1,1,2
Romania,Norway,2020,1,1,2
Israel,Latvia,2020,3,1,4
Finland,Armenia,2020,3,0,3
Liechtenstein,Italy,2020,0,5,5
Greece,Bosnia and Herzegovina,2020,2,1,3
Algeria,Colombia,2020,3,0,3
Bermuda,Guatemala,2020,0,0,0
Bolivia,Haiti,2020,3,1,4
Chile,Guinea,2020,3,2,5
Denmark,Luxembourg,2020,4,0,4
Kuwait,Turkmenistan,2020,1,1,2
Mauritania,Libya,2020,0,0,0
Morocco,Gabon,2020,2,3,5
Peru,Uruguay,2020,1,1,2
Canada,USA,2020,2,0,2
Mexico,Panama,2020,3,1,4
Dominican Republic,Montserrat,2020,0,0,0
St. Lucia,El Salvador,2020,0,2,2
Aruba,Jamaica,2020,0,6,6
US Virgin Islands,Barbados,2020,0,4,4
Anguilla,Puerto Rico,2020,2,3,5
Syria,Guam,2020,4,0,4
Philippines,China PR,2020,0,0,0
Jordan,Nepal,2020,3,0,3
Chinese Taipei,Australia,2020,1,7,8
Cambodia,Iraq,2020,0,4,4
Bahrain,IR Iran,2020,1,0,1
Palestine,Saudi Arabia,2020,0,0,0
Singapore,Uzbekistan,2020,1,3,4
India,Bangladesh,2020,1,1,2
Qatar,Oman,2020,2,1,3
Mongolia,Kyrgyz Republic,2020,1,2,3
Tajikistan,Japan,2020,0,3,3
Thailand,United Arab Emirates,2020,2,1,3
Indonesia,Vietnam,2020,1,3,4
Korea DPR,Korea Republic,2020,0,0,0
Sri Lanka,Lebanon,2020,0,3,3
Sudan,Tanzania,2020,1,2,3
Rwanda,Ethiopia,2020,1,1,2
Uganda,Burundi,2020,3,0,3
Morocco,Algeria,2020,3,0,3
Namibia,Madagascar,2020,2,0,2
Zambia,Eswatini,2020,2,2,4
Nigeria,Togo,2020,2,0,2
Congo,Equatorial Guinea,2020,1,0,1
Congo DR,Central African Republic,2020,4,1,5
Libya,Tunisia,2020,1,2,3
Lesotho,Zimbabwe,2020,0,0,0
Guinea,Senegal,2020,1,0,1
Mali,Mauritania,2020,2,0,2
Burkina Faso,Ghana,2020,0,0,0
Côte d'Ivoire,Niger,2020,1,0,1
Egypt,Liberia,2020,1,0,1
Nicaragua,Cuba,2020,0,0,0
Malaysia,Tajikistan,2020,1,0,1
Namibia,Zambia,2020,0,2,2
Uzbekistan,Kyrgyz Republic,2020,3,1,4
Nicaragua,Cuba,2020,0,1,1
Trinidad and Tobago,Anguilla,2020,15,0,15
Namibia,Chad,2020,2,1,3
Malawi,South Sudan,2020,1,0,1
Burkina Faso,Uganda,2020,0,0,0
Sudan,São Tomé and Príncipe,2020,4,0,4
Angola,Gambia,2020,1,3,4
Central African Republic,Burundi,2020,2,0,2
Cameroon,Cabo Verde,2020,0,0,0
Guinea-Bissau,Eswatini,2020,3,0,3
Senegal,Congo,2020,2,0,2
Nigeria,Benin,2020,2,1,3
Sierra Leone,Lesotho,2020,1,1,2
Mali,Guinea,2020,2,2,4
Ghana,South Africa,2020,2,0,2
Congo DR,Gabon,2020,0,0,0
Mozambique,Rwanda,2020,2,0,2
Egypt,Kenya,2020,1,1,2
Togo,Comoros,2020,0,1,1
Algeria,Zambia,2020,5,0,5
England,Montenegro,2020,7,0,7
Czech Republic,Kosovo,2020,2,1,3
Portugal,Lithuania,2020,6,0,6
Serbia,Luxembourg,2020,3,2,5
Turkey,Iceland,2020,0,0,0
Albania,Andorra,2020,2,2,4
France,Moldova,2020,2,1,3
Curaçao,Costa Rica,2020,1,2,3
St. Kitts and Nevis,Grenada,2020,0,0,0
Bahamas,British Virgin Islands,2020,3,0,3
Bulgaria,Paraguay,2020,0,1,1
Cambodia,Mongolia,2020,1,1,2
Ecuador,Trinidad and Tobago,2020,3,0,3
Qatar,Singapore,2020,2,0,2
Republic of Ireland,New Zealand,2020,3,1,4
Ukraine,Estonia,2020,1,0,1
Maldives,Philippines,2020,1,2,3
Syria,China PR,2020,2,1,3
Jordan,Australia,2020,0,1,1
Kuwait,Chinese Taipei,2020,9,0,9
Iraq,IR Iran,2020,2,1,3
Hong Kong,Bahrain,2020,0,0,0
Uzbekistan,Saudi Arabia,2020,2,3,5
Yemen,Palestine,2020,1,0,1
Afghanistan,India,2020,1,1,2
Oman,Bangladesh,2020,4,1,5
Myanmar,Tajikistan,2020,4,3,7
Kyrgyz Republic,Japan,2020,0,2,2
Vietnam,United Arab Emirates,2020,1,0,1
Malaysia,Thailand,2020,2,1,3
Lebanon,Korea Republic,2020,0,0,0
Turkmenistan,Korea DPR,2020,3,1,4
Morocco,Mauritania,2020,0,0,0
Zimbabwe,Botswana,2020,0,0,0
Tanzania,Equatorial Guinea,2020,2,1,3
Tunisia,Libya,2020,4,1,5
Denmark,Gibraltar,2020,6,0,6
Switzerland,Georgia,2020,1,0,1
Norway,Faroe Islands,2020,4,0,4
Spain,Malta,2020,7,0,7
Romania,Sweden,2020,0,2,2
Finland,Liechtenstein,2020,3,0,3
Brazil,Argentina,2020,0,1,1
Bosnia and Herzegovina,Italy,2020,0,3,3
Armenia,Greece,2020,0,1,1
USA,Canada,2020,4,1,5
Panama,Mexico,2020,0,3,3
Antigua and Barbuda,Jamaica,2020,0,2,2
Guyana,Aruba,2020,4,2,6
St. Vincent and the Grenadines,Nicaragua,2020,1,0,1
Suriname,Dominica,2020,4,0,4
Colombia,Peru,2020,1,0,1
Hungary,Uruguay,2020,1,2,3
Côte d'Ivoire,Niger,2020,1,0,1
Madagascar,Ethiopia,2020,1,0,1
Northern Ireland,Netherlands,2020,0,0,0
Germany,Belarus,2020,4,0,4
Croatia,Slovakia,2020,3,1,4
Azerbaijan,Wales,2020,0,2,2
Slovenia,Latvia,2020,1,0,1
Austria,North Macedonia,2020,2,1,3
Israel,Poland,2020,1,2,3
Cyprus,Scotland,2020,1,2,3
San Marino,Kazakhstan,2020,1,3,4
Russia,Belgium,2020,1,4,5
St. Lucia,Dominican Republic,2020,1,0,1
El Salvador,Montserrat,2020,1,0,1
Cayman Islands,US Virgin Islands,2020,1,0,1
Guatemala,Puerto Rico,2020,5,0,5
Chad,Mali,2020,0,2,2
Guinea,Namibia,2020,2,0,2
South Sudan,Burkina Faso,2020,1,2,3
Uganda,Malawi,2020,2,0,2
South Africa,Sudan,2020,1,0,1
Gabon,Angola,2020,2,1,3
Rwanda,Cameroon,2020,0,1,1
Congo,Guinea-Bissau,2020,3,0,3
Eswatini,Senegal,2020,1,4,5
Benin,Sierra Leone,2020,1,0,1
Lesotho,Nigeria,2020,2,4,6
Kosovo,England,2020,0,4,4
Bulgaria,Czech Republic,2020,1,0,1
Luxembourg,Portugal,2020,0,2,2
Serbia,Ukraine,2020,2,2,4
Albania,France,2020,0,2,2
Andorra,Turkey,2020,0,2,2
Moldova,Iceland,2020,1,2,3
Honduras,Trinidad and Tobago,2020,4,0,4
Costa Rica,Haiti,2020,1,1,2
Grenada,Belize,2020,3,2,5
Lithuania,New Zealand,2020,1,0,1
São Tomé and Príncipe,Ghana,2020,0,1,1
Gambia,Congo DR,2020,2,2,4
Cabo Verde,Mozambique,2020,2,2,4
Comoros,Egypt,2020,0,0,0
Kenya,Togo,2020,1,1,2
Botswana,Algeria,2020,0,1,1
Niger,Madagascar,2020,2,6,8
Republic of Ireland,Denmark,2020,1,1,2
Gibraltar,Switzerland,2020,1,6,7
Malta,Norway,2020,1,2,3
Spain,Romania,2020,5,0,5
Sweden,Faroe Islands,2020,3,0,3
Italy,Armenia,2020,9,1,10
Liechtenstein,Bosnia and Herzegovina,2020,0,3,3
Greece,Finland,2020,2,1,3
Jamaica,Guyana,2020,1,1,2
Aruba,Antigua and Barbuda,2020,2,3,5
Nicaragua,Suriname,2020,1,2,3
Dominica,St. Vincent and the Grenadines,2020,1,0,1
Argentina,Uruguay,2020,2,2,4
Burundi,Morocco,2020,0,3,3
Mauritania,Central African Republic,2020,2,0,2
Zambia,Zimbabwe,2020,1,2,3
Equatorial Guinea,Tunisia,2020,0,1,1
Libya,Tanzania,2020,2,1,3
Ethiopia,Côte d'Ivoire,2020,2,1,3
Germany,Northern Ireland,2020,6,1,7
Netherlands,Estonia,2020,5,0,5
Wales,Hungary,2020,2,0,2
Slovakia,Azerbaijan,2020,2,0,2
North Macedonia,Israel,2020,1,0,1
Japan,Venezuela,2020,1,4,5
Poland,Slovenia,2020,3,2,5
Latvia,Austria,2020,1,0,1
Scotland,Kazakhstan,2020,3,1,4
Belgium,Cyprus,2020,6,1,7
San Marino,Russia,2020,0,5,5
Cuba,USA,2020,0,4,4
Mexico,Bermuda,2020,2,1,3
El Salvador,Dominican Republic,2020,2,0,2
St. Lucia,Montserrat,2020,0,1,1
Barbados,Cayman Islands,2020,3,0,3
Puerto Rico,Anguilla,2020,3,0,3
Brazil,Korea Republic,2020,3,0,3
Croatia,Georgia,2020,2,1,3
Ecuador,Colombia,2020,0,1,1
Montenegro,Belarus,2020,2,0,2
Saudi Arabia,Paraguay,2020,0,0,0
Maldives,Guam,2020,3,1,4
Syria,Philippines,2020,1,0,1
Nepal,Kuwait,2020,0,1,1
Jordan,Chinese Taipei,2020,5,0,5
Iraq,Bahrain,2020,0,0,0
Hong Kong,Cambodia,2020,2,0,2
Uzbekistan,Palestine,2020,2,0,2
Yemen,Singapore,2020,1,2,3
Afghanistan,Qatar,2020,0,1,1
Oman,India,2020,1,0,1
Myanmar,Mongolia,2020,1,0,1
Kyrgyz Republic,Tajikistan,2020,1,1,2
Vietnam,Thailand,2020,0,0,0
Malaysia,Indonesia,2020,2,0,2
Turkmenistan,Sri Lanka,2020,2,0,2
Lebanon,Korea DPR,2020,0,0,0
Guatemala,Antigua and Barbuda,2020,8,0,8
Qatar,Iraq,2020,1,2,3
United Arab Emirates,Yemen,2020,3,0,3
Oman,Bahrain,2020,0,0,0
Saudi Arabia,Kuwait,2020,1,3,4
United Arab Emirates,Iraq,2020,0,2,2
Qatar,Yemen,2020,6,0,6
Kuwait,Oman,2020,1,2,3
Bahrain,Saudi Arabia,2020,0,2,2
Qatar,United Arab Emirates,2020,4,2,6
Yemen,Iraq,2020,0,0,0
Kuwait,Bahrain,2020,2,4,6
Oman,Saudi Arabia,2020,1,3,4
Iraq,Bahrain,2020,2,2,4
Qatar,Saudi Arabia,2020,0,1,1
Bahrain,Saudi Arabia,2020,1,0,1
China PR,Japan,2020,1,2,3
Korea Republic,Hong Kong,2020,2,0,2
Japan,Hong Kong,2020,5,0,5
Korea Republic,China PR,2020,1,0,1
Hong Kong,China PR,2020,0,2,2
Korea Republic,Japan,2020,1,0,1
Barbados,Canada,2020,1,4,5
Moldova,Sweden,2020,0,1,1
Barbados,Canada,2020,1,4,5
Kosovo,Sweden,2020,0,1,1
Canada,Iceland,2020,0,1,1
El Salvador,Iceland,2020,0,1,1
USA,Costa Rica,2020,1,0,1
Germany,Spain,2020,1,1,2
Ukraine,Switzerland,2020,2,1,3
Russia,Serbia,2020,3,1,4
Turkey,Hungary,2020,0,1,1
Bulgaria,Republic of Ireland,2020,1,1,2
Finland,Wales,2020,0,1,1
Moldova,Kosovo,2020,1,1,2
Slovenia,Greece,2020,0,0,0
Latvia,Andorra,2020,0,0,0
Faroe Islands,Malta,2020,3,2,5
Italy,Bosnia and Herzegovina,2020,1,1,2
Netherlands,Poland,2020,1,0,1
Norway,Austria,2020,1,2,3
Romania,Northern Ireland,2020,1,1,2
Scotland,Israel,2020,1,1,2
Slovakia,Czech Republic,2020,1,3,4
Lithuania,Kazakhstan,2020,0,2,2
Belarus,Albania,2020,0,2,2
Iceland,England,2020,0,1,1
Denmark,Belgium,2020,0,2,2
Portugal,Croatia,2020,4,1,5
Sweden,France,2020,0,1,1
Cyprus,Montenegro,2020,0,2,2
Azerbaijan,Luxembourg,2020,1,2,3
North Macedonia,Armenia,2020,2,1,3
Estonia,Georgia,2020,0,1,1
Gibraltar,San Marino,2020,1,0,1
Spain,Ukraine,2020,4,0,4
Switzerland,Germany,2020,1,1,2
Hungary,Russia,2020,2,3,5
Serbia,Turkey,2020,0,0,0
Wales,Bulgaria,2020,1,0,1
Republic of Ireland,Finland,2020,0,1,1
Slovenia,Moldova,2020,1,0,1
Kosovo,Greece,2020,1,2,3
Andorra,Faroe Islands,2020,0,1,1
Malta,Latvia,2020,1,1,2
Bosnia and Herzegovina,Poland,2020,1,2,3
Netherlands,Italy,2020,0,1,1
Northern Ireland,Norway,2020,1,5,6
Austria,Romania,2020,2,3,5
Czech Republic,Scotland,2020,1,2,3
Israel,Slovakia,2020,1,1,2
Kazakhstan,Belarus,2020,1,2,3
Albania,Lithuania,2020,0,1,1
Belgium,Iceland,2020,5,1,6
Denmark,England,2020,0,0,0
France,Croatia,2020,4,2,6
Sweden,Portugal,2020,0,2,2
Luxembourg,Montenegro,2020,0,1,1
Cyprus,Azerbaijan,2020,0,1,1
Armenia,Estonia,2020,2,0,2
Georgia,North Macedonia,2020,1,1,2
San Marino,Liechtenstein,2020,0,2,2
Nicaragua,Guatemala,2020,0,0,0
Andorra,Cabo Verde,2020,1,2,3
Austria,Greece,2020,2,1,3
Cyprus,Czech Republic,2020,1,2,3
Denmark,Faroe Islands,2020,4,0,4
Estonia,Lithuania,2020,1,3,4
France,Ukraine,2020,7,1,8
Germany,Turkey,2020,3,3,6
Italy,Moldova,2020,6,0,6
Luxembourg,Liechtenstein,2020,1,2,3
Malta,Gibraltar,2020,2,0,2
Montenegro,Latvia,2020,1,1,2
Netherlands,Mexico,2020,0,1,1
Poland,Finland,2020,5,1,6
Portugal,Spain,2020,0,0,0
Slovenia,San Marino,2020,4,0,4
Switzerland,Croatia,2020,1,2,3
Zambia,Malawi,2020,1,0,1
Belgium,Côte d'Ivoire,2020,1,1,2
England,Wales,2020,3,0,3
Russia,Sweden,2020,1,2,3
South Africa,Namibia,2020,1,1,2
Uzbekistan,IR Iran,2020,1,2,3
Paraguay,Peru,2020,2,2,4
Uruguay,Chile,2020,2,1,3
Argentina,Ecuador,2020,1,0,1
Iceland,Romania,2020,2,1,3
Bulgaria,Hungary,2020,1,3,4
Bosnia and Herzegovina,Northern Ireland,2020,1,1,2
Slovakia,Republic of Ireland,2020,0,0,0
Scotland,Israel,2020,0,0,0
Norway,Serbia,2020,1,2,3
Georgia,Belarus,2020,1,0,1
North Macedonia,Kosovo,2020,2,1,3
Burkina Faso,Congo DR,2020,3,0,3
Congo,Gambia,2020,0,1,1
Japan,Cameroon,2020,0,0,0
Kenya,Zambia,2020,2,1,3
Mali,Ghana,2020,3,0,3
Mauritania,Sierra Leone,2020,2,1,3
Morocco,Senegal,2020,3,1,4
Nigeria,Algeria,2020,0,1,1
Tunisia,Sudan,2020,3,0,3
Colombia,Venezuela,2020,3,0,3
Brazil,Bolivia,2020,5,0,5
Spain,Switzerland,2020,1,0,1
Ukraine,Germany,2020,1,2,3
Luxembourg,Cyprus,2020,2,0,2
Montenegro,Azerbaijan,2020,2,0,2
Faroe Islands,Latvia,2020,1,1,2
Andorra,Malta,2020,0,0,0
Liechtenstein,Gibraltar,2020,0,1,1
Cabo Verde,Guinea,2020,1,2,3
Costa Rica,Panama,2020,0,1,1
Honduras,Nicaragua,2020,1,1,2
Niger,Chad,2020,2,0,2
Bosnia and Herzegovina,Netherlands,2020,0,0,0
Poland,Italy,2020,0,0,0
England,Belgium,2020,2,1,3
Iceland,Denmark,2020,0,3,3
Croatia,Sweden,2020,2,1,3
France,Portugal,2020,0,0,0
Norway,Romania,2020,4,0,4
Northern Ireland,Austria,2020,0,1,1
Scotland,Slovakia,2020,1,0,1
Israel,Czech Republic,2020,1,2,3
Serbia,Hungary,2020,0,1,1
Russia,Turkey,2020,1,1,2
Republic of Ireland,Wales,2020,0,0,0
Finland,Bulgaria,2020,2,0,2
Armenia,Georgia,2020,2,2,4
Estonia,North Macedonia,2020,3,3,6
Kosovo,Slovenia,2020,0,1,1
Greece,Moldova,2020,2,0,2
Kazakhstan,Albania,2020,0,0,0
Lithuania,Belarus,2020,2,2,4
Gabon,Benin,2020,0,2,2
Malawi,Zimbabwe,2020,0,0,0
South Africa,Zambia,2020,1,2,3
Tanzania,Burundi,2020,0,1,1
Burkina Faso,Madagascar,2020,2,1,3
Ghana,Qatar,2020,5,1,6
Togo,Sudan,2020,1,1,2
United Arab Emirates,Uzbekistan,2020,1,2,3
Cameroon,South Sudan,2020,0,0,0
Germany,Switzerland,2020,3,3,6
Ukraine,Spain,2020,1,0,1
Azerbaijan,Cyprus,2020,0,0,0
Montenegro,Luxembourg,2020,1,2,3
Latvia,Malta,2020,0,1,1
Faroe Islands,Andorra,2020,2,0,2
Liechtenstein,San Marino,2020,0,0,0
Costa Rica,Panama,2020,0,1,1
Japan,Côte d'Ivoire,2020,1,0,1
Mexico,Algeria,2020,2,2,4
Morocco,Congo DR,2020,1,1,2
Mozambique,Angola,2020,0,3,3
Niger,Sierra Leone,2020,1,0,1
Nigeria,Tunisia,2020,1,1,2
Bolivia,Argentina,2020,1,2,3
Ecuador,Uruguay,2020,4,2,6
Venezuela,Paraguay,2020,0,1,1
Peru,Brazil,2020,2,4,6
Chile,Colombia,2020,2,2,4
Italy,Netherlands,2020,1,1,2
Poland,Bosnia and Herzegovina,2020,3,0,3
Iceland,Belgium,2020,1,2,3
England,Denmark,2020,0,1,1
Portugal,Sweden,2020,3,0,3
Croatia,France,2020,1,2,3
Norway,Northern Ireland,2020,1,0,1
Romania,Austria,2020,0,1,1
Scotland,Czech Republic,2020,1,0,1
Slovakia,Israel,2020,2,3,5
Russia,Hungary,2020,0,0,0
Turkey,Serbia,2020,2,2,4
Finland,Republic of Ireland,2020,1,0,1
Bulgaria,Wales,2020,0,1,1
North Macedonia,Georgia,2020,1,1,2
Estonia,Armenia,2020,1,1,2
Greece,Kosovo,2020,0,0,0
Moldova,Slovenia,2020,0,4,4
Lithuania,Albania,2020,0,0,0
Belarus,Kazakhstan,2020,2,0,2
Ethiopia,Sudan,2020,2,2,4
Bahrain,Tajikistan,2020,1,0,1
Albania,Kosovo,2020,2,1,3
Belgium,Switzerland,2020,2,1,3
Bulgaria,Gibraltar,2020,3,0,3
Denmark,Sweden,2020,2,0,2
France,Finland,2020,0,2,2
Germany,Czech Republic,2020,1,0,1
Greece,Cyprus,2020,2,1,3
Italy,Estonia,2020,4,0,4
Lithuania,Faroe Islands,2020,2,1,3
Luxembourg,Austria,2020,0,3,3
Malta,Liechtenstein,2020,3,0,3
Montenegro,Kazakhstan,2020,0,0,0
Netherlands,Spain,2020,1,1,2
Poland,Ukraine,2020,2,0,2
Portugal,Andorra,2020,7,0,7
Romania,Belarus,2020,5,3,8
San Marino,Latvia,2020,0,3,3
Slovenia,Azerbaijan,2020,0,0,0
Turkey,Croatia,2020,3,3,6
Hungary,Iceland,2020,2,1,3
Northern Ireland,Slovakia,2020,1,2,3
Serbia,Scotland,2020,1,1,2
Georgia,North Macedonia,2020,0,1,1
Bosnia and Herzegovina,IR Iran,2020,0,2,2
England,Republic of Ireland,2020,3,0,3
Jordan,Iraq,2020,0,0,0
Lebanon,Bahrain,2020,1,3,4
Moldova,Russia,2020,0,0,0
United Arab Emirates,Tajikistan,2020,3,2,5
Uzbekistan,Syria,2020,0,1,1
Wales,USA,2020,0,0,0
Bolivia,Ecuador,2020,2,3,5
Argentina,Paraguay,2020,1,1,2
Bangladesh,Nepal,2020,2,0,2
Costa Rica,Qatar,2020,1,1,2
Japan,Panama,2020,1,0,1
Colombia,Uruguay,2020,0,3,3
Chile,Peru,2020,2,0,2
Brazil,Venezuela,2020,1,0,1
Portugal,France,2020,0,1,1
Sweden,Croatia,2020,2,1,3
Germany,Ukraine,2020,3,1,4
Switzerland,Spain,2020,1,1,2
Azerbaijan,Montenegro,2020,0,0,0
Cyprus,Luxembourg,2020,2,1,3
Malta,Andorra,2020,3,1,4
Latvia,Faroe Islands,2020,1,1,2
San Marino,Gibraltar,2020,0,0,0
Mexico,Korea Republic,2020,3,2,5
Saudi Arabia,Jamaica,2020,3,0,3
Netherlands,Bosnia and Herzegovina,2020,3,1,4
Italy,Poland,2020,2,0,2
Belgium,England,2020,2,0,2
Denmark,Iceland,2020,2,1,3
Austria,Northern Ireland,2020,2,1,3
Romania,Norway,2020,3,0,3
Slovakia,Scotland,2020,1,0,1
Czech Republic,Israel,2020,1,0,1
Turkey,Russia,2020,3,2,5
Hungary,Serbia,2020,1,1,2
Wales,Republic of Ireland,2020,1,0,1
Bulgaria,Finland,2020,1,2,3
North Macedonia,Estonia,2020,2,1,3
Georgia,Armenia,2020,1,2,3
Slovenia,Kosovo,2020,2,1,3
Moldova,Greece,2020,0,2,2
Albania,Kazakhstan,2020,3,1,4
Belarus,Lithuania,2020,2,0,2
Guatemala,Honduras,2020,2,1,3
Jordan,Syria,2020,1,0,1
United Arab Emirates,Bahrain,2020,1,0,1
USA,Panama,2020,6,2,8
Croatia,Portugal,2020,2,3,5
France,Sweden,2020,4,2,6
Spain,Germany,2020,6,0,6
Switzerland,Ukraine,2020,3,0,3
Luxembourg,Azerbaijan,2020,0,0,0
Montenegro,Cyprus,2020,4,0,4
Andorra,Latvia,2020,0,5,5
Malta,Faroe Islands,2020,1,1,2
Gibraltar,Liechtenstein,2020,1,1,2
Bangladesh,Nepal,2020,0,0,0
Japan,Mexico,2020,0,2,2
Korea Republic,Qatar,2020,2,1,3
Saudi Arabia,Jamaica,2020,1,2,3
Uzbekistan,Iraq,2020,1,2,3
Ecuador,Colombia,2020,6,1,7
Venezuela,Chile,2020,2,1,3
Peru,Argentina,2020,0,2,2
Paraguay,Bolivia,2020,2,2,4
Uruguay,Brazil,2020,0,2,2
Bosnia and Herzegovina,Italy,2020,0,2,2
Poland,Netherlands,2020,1,2,3
England,Iceland,2020,4,0,4
Belgium,Denmark,2020,4,2,6
Northern Ireland,Romania,2020,1,1,2
Austria,Norway,2020,1,1,2
Czech Republic,Slovakia,2020,2,0,2
Israel,Scotland,2020,1,0,1
Hungary,Turkey,2020,2,0,2
Serbia,Russia,2020,5,0,5
Republic of Ireland,Bulgaria,2020,0,0,0
Wales,Finland,2020,3,1,4
Armenia,North Macedonia,2020,1,0,1
Georgia,Estonia,2020,0,0,0
Kosovo,Moldova,2020,1,0,1
Greece,Slovenia,2020,0,0,0
Albania,Belarus,2020,3,2,5
Kazakhstan,Lithuania,2020,1,2,3
Qatar,Bangladesh,2020,5,0,5
USA,El Salvador,2020,6,0,6
United Arab Emirates,Iraq,2020,0,0,0
Kuwait,Palestine,2020,0,1,1
Dominican Republic,Puerto Rico,2020,0,1,1
Guatemala,Puerto Rico,2020,1,0,1
Dominican Republic,Serbia,2020,0,0,0
Iraq,Kuwait,2020,2,1,3
Panama,Serbia,2020,0,0,0
USA,Trinidad and Tobago,2020,7,0,7
Jordan,Tajikistan,2020,2,0,2
Jordan,Tajikistan,2020,0,1,1
Jordan,Uzbekistan,2020,0,2,2
Guatemala,Nicaragua,2020,1,0,1
Kenya,South Sudan,2020,1,0,1
Kenya,Tanzania,2020,2,1,3
Ethiopia,Malawi,2020,4,0,4
Oman,Jordan,2020,0,0,0
Belarus,Honduras,2020,1,1,2
Jordan,Lebanon,2020,1,0,1
Kosovo,Lithuania,2020,4,0,4
Qatar,Luxembourg,2020,1,0,1
Antigua and Barbuda,Montserrat,2020,2,2,4
Suriname,Cayman Islands,2020,3,0,3
Guatemala,Cuba,2020,1,0,1
Dominican Republic,Dominica,2020,1,0,1
St. Kitts and Nevis,Puerto Rico,2020,1,0,1
Portugal,Azerbaijan,2020,1,0,1
Serbia,Republic of Ireland,2020,3,2,5
France,Ukraine,2020,1,1,2
Finland,Bosnia and Herzegovina,2020,2,2,4
Belgium,Wales,2020,3,1,4
Estonia,Czech Republic,2020,2,6,8
Turkey,Netherlands,2020,4,2,6
Gibraltar,Norway,2020,0,3,3
Latvia,Montenegro,2020,1,2,3
Malta,Russia,2020,1,3,4
Slovenia,Croatia,2020,1,0,1
Cyprus,Slovakia,2020,0,0,0
Chad,Namibia,2020,0,3,3
Guinea,Mali,2020,1,0,1
South Sudan,Malawi,2020,0,1,1
Uganda,Burkina Faso,2020,0,0,0
São Tomé and Príncipe,Sudan,2020,0,2,2
Rwanda,Mozambique,2020,1,0,1
Ethiopia,Madagascar,2020,4,0,4
Bahrain,Syria,2020,3,1,4
India,Oman,2020,1,1,2
Japan,Korea Republic,2020,3,0,3
Saudi Arabia,Kuwait,2020,1,0,1
USA,Jamaica,2020,4,1,5
El Salvador,Grenada,2020,2,0,2
Canada,Bermuda,2020,5,1,6
Curaçao,St. Vincent and the Grenadines,2020,5,0,5
Panama,Barbados,2020,1,0,1
Haiti,Belize,2020,2,0,2
Trinidad and Tobago,Guyana,2020,3,0,3
Spain,Greece,2020,1,1,2
Sweden,Georgia,2020,1,0,1
Bulgaria,Switzerland,2020,1,3,4
